"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"MLT1E3-int",51.7445270718105,-0.868229457747459,0.245437798401932,1.4827719802271e-05,0.000487831981494717
"MLT1F1-int",64.8875798804227,-0.512645951860445,0.278888497640877,0.0042617524798909,0.0315082374355979
"MLT1G1",315.03996317292,0.355815110785237,0.124234276730715,0.00115388323572563,0.011956774316653
"MLT1G3-int",7.09667455859853,1.39023037627229,0.256487690976569,6.70862543854392e-09,9.80950119680422e-07
"MLT1H1",267.264346457842,-0.740894898674832,0.204501758032985,1.3956488670812e-05,0.00048333523923128
"MLT1H2",138.106101113376,-0.365561055309353,0.145917825028715,0.00214159264985347,0.0189150062228669
"MLT1J1",68.2933132617853,-0.254608977381381,0.103553188277046,0.00552848082109075,0.0385781900293547
"MLT2B2",81.910136571583,-0.416596602238949,0.161610573754575,0.00145426787690723,0.0138682356957241
"MLT2B4",210.75358343438,-0.407611278382128,0.132763037641096,0.000320813656415573,0.00458903012872711
"MLT2E",7.92561096025937,0.454212572923199,0.205312119639747,0.00443821655601705,0.0326295697637901
"MSTA",2347.00598052151,0.800595930670165,0.25699810368638,0.000206363071703065,0.00331187563855163
"MSTA-int",160.026490862167,0.313629402764475,0.103693912248152,0.00085911019833703,0.00983120887836115
"MSTB1-int",17.5769782704509,-0.907549303397422,0.239200679334621,5.75083012215189e-06,0.000236502888773496
"ORSL-2a",15.2404409184077,-1.60195396470479,0.361237773992897,2.44816571550899e-07,2.0570753302463e-05
"PABL_A-int",52.1661329950612,-0.65024867447814,0.212031233209157,0.000130013202839612,0.00234379965667027
"PABL_B-int",15.9941841332477,1.17548682389189,0.246798677227921,1.98220247602359e-07,2.0570753302463e-05
"PRIMA4-int",36.4504503747982,-0.472319336614086,0.16472844830686,0.000521677600421718,0.00653835925861887
"PRIMA41-int",63.087919159808,0.51737623328977,0.272899338387061,0.00745909201414514,0.0484848896444741
"Ricksha_b",32.2342085494909,0.374940003026922,0.175758805159656,0.00690637960179564,0.0459030078583993
"SVA_E",270.708829296441,-0.700259189027273,0.322820590022197,0.00112318833469808,0.0117310781624022
"SVA_F",833.572369532312,-1.35827523374218,0.405540077989843,1.26561871470273e-05,0.000459733081061174
"THE1A-int",554.449994306064,-0.32484287708604,0.128589214911054,0.0029153650456543,0.0237841472745495
"Tigger1",2716.89521807135,-0.243230456828458,0.0784005082033294,0.000886195250842232,0.00996780299237929
"Tigger10",27.1295629960804,-0.311398046875527,0.14104843138451,0.00734832933262991,0.0483520070087048
"Tigger19a",59.9017645116372,0.235539372749236,0.0757212310775799,0.000857526008271236,0.00983120887836115
"Tigger2",491.156197586035,-0.194735223177555,0.0764793211264332,0.00629799114060911,0.0429438152385574
"Tigger3a",284.261062604084,-0.215483494438816,0.0846792014019186,0.00554048473825838,0.0385781900293547
"Tigger4b",146.648010171824,-0.346997572794225,0.0902761853998844,3.1236580710833e-05,0.000893637830770787
"U1",3.03788589812234,-1.91647506687008,0.70648316024065,0.000148507020857483,0.00257151630853221
"UCON28a",0.713008320142257,-1.21837853895734,0.863391089649199,0.00474247919800532,0.0342917726625
"UCON33",1.01677862801479,-1.48874265820758,0.612714582300178,0.000554972987893683,0.00682564908474847
"UCON74",10.107853139401,-0.592314915990623,0.1973496145137,0.000229135058506924,0.00361766364402862
"X6A_LINE",4.6124363912852,-0.637472672201922,0.247803283936184,0.000914110549767828,0.0101946566397836
